Year,Branch No.,TFWS,LSCO,LSCH,LOPENO,LOPENH,LOBCO,LOBCH,GVJO,GVJH,GSTO,GSTH,GSCO,GSCH,GOPENO,GOPENH,GOBCO,GOBCH,GNT3O,GNT3H,GNT2O,GNT2H,GNT1O,GNT1H,DEFS
2013,617861220,4034,10590,38127,24259,26460,24277,30197,28533,12607,111464,82161,22386,34648,5043,8029,5547,8818,7564,8068,10248,8573,7060,35618,6051
2014,617861220,6617,32677,84990,19153,29057,31334,34498,29306,58271,63086,87471,25892,47422,8272,10987,10573,13190,10107,17683,36338,23132,11580,31665,9926
2015,617861220,8308,49540,60110,25833,30634,28152,41807,30079,77495,57300,92781,20705,58117,10386,12820,11554,16728,16242,16392,16248,20901,15218,44766,12463
2016,617861220,10902,57276,75684,33653,35561,32440,58339,36471,74884,70249,28009,33928,74820,13628,16438,14049,18910,16242,20416,17972,18979,22821,27815,16136
2017,617861220,9592,82036,75684,30321,37612,36729,48014,42864,40592,70249,28009,31780,75936,11990,15511,12557,24187,16242,28916,19697,41418,30425,23395,25704
2018,617861220,26508,82036,75684,30321,37612,36729,48014,90944,40592,70249,28009,81379,68643,33135,61811,38149,95636,16242,76045,58299,41418,45605,89864,41439
2013,618219110,15899,72907,93644,42450,46367,49097,62413,27730,31994,68222,65025,32520,96230,19874,25163,26477,34382,29811,36223,25836,25213,23739,67445,23848
2014,618219110,19756,49004,72737,32175,49546,33850,60515,33315,82222,60402,76128,37585,68384,24696,29706,28815,37754,37044,46645,32104,39939,36294,76757,29635
2015,618219110,20389,39073,83227,25527,48429,31223,55579,38901,62446,39209,76546,31828,64756,25487,32684,27281,43034,38230,38671,34638,55175,27973,53758,30584
2016,618219110,18928,45279,84958,34963,57304,37765,62952,42494,79177,61376,74356,41578,77375,31414,35830,34798,50371,47121,42559,35879,45129,48824,50058,45452
2017,618219110,20533,40202,62462,33187,51510,37518,68782,42494,54631,40445,105186,39605,78056,25884,40240,33544,58305,37541,60043,27576,54405,69676,62405,31070
2018,618219110,35784,97621,62462,65320,84985,97220,68782,42494,54631,92329,105186,81533,79009,47033,72615,60056,93281,37541,60043,59686,54405,90528,62405,32530
2013,618224510,16403,62636,87099,21533,23605,24604,35861,28705,51260,30756,49209,59733,104048,20504,24341,34221,34338,30756,37291,26655,59698,28705,53310,24604
2014,618224510,19928,54819,89070,18468,22813,29892,35543,34874,62275,37365,59784,60523,91603,24910,26542,28895,45943,49591,55638,32383,57499,34874,64766,29892
2015,618224510,17130,47002,72288,15403,23785,25695,42625,29978,53532,32119,51391,42589,78594,21413,24196,22461,39659,51980,50011,27836,57665,29978,94315,25695
2016,618224510,12344,57095,76017,16777,21489,21861,30879,25505,45545,27327,57570,30939,64552,18218,20167,21847,26930,45552,44384,23683,57831,25505,71614,24045
2017,618224510,12686,67189,62981,15087,21206,19410,21717,20897,37317,22390,57570,33012,58310,14927,18277,18687,24530,39125,38757,19405,34654,28001,58359,30516
2018,618224510,18140,77283,79823,20461,28455,19410,44869,43614,51567,30940,57570,44077,90191,20627,29444,32171,33594,32698,34105,26815,66029,28001,45104,36988
2013,618224520,22720,59642,71002,29965,33649,35209,39332,95684,71002,42601,68162,83942,68162,28401,35140,39365,57695,42601,45441,36921,48281,39761,73842,34081
2014,618224520,23560,63303,73627,25723,36272,32020,54644,79983,73627,44176,70682,61576,70682,29451,31588,33175,49055,44176,47121,89652,50066,41231,75416,35341
2015,618224520,20511,48097,87935,23666,30929,28832,48993,76413,64097,38458,61533,42761,89617,25639,30507,26163,44795,38458,58318,69636,77732,35894,81290,30766
2016,618224520,19938,32892,77537,21930,25199,26313,34423,72844,62307,37384,59428,40649,81313,24923,25682,27076,29835,37384,52798,49620,57941,35154,87165,25782
2017,618224520,18572,63857,69190,18390,23289,23383,36730,69275,58040,34824,59428,33241,72656,23216,23443,28392,33315,34824,47279,29605,41273,49584,31781,25782
2018,618224520,24503,78481,92005,31234,34172,49686,47705,69275,76572,45943,59428,46938,93278,30629,37553,32619,48892,45943,47279,59616,52356,64015,31781,25782
2013,618224610,24192,63506,96944,26896,35866,33467,77308,42337,75602,45361,72578,69440,72578,30241,37464,40145,60304,45361,48385,48761,51409,42337,78626,36289
2014,618224610,29871,71364,92346,35439,44609,50628,72079,52274,48974,56008,89613,58091,89613,37339,48661,45834,75235,77045,59742,48761,75235,52274,97081,44806
2015,618224610,21344,65720,87749,30026,41743,50775,47219,93918,48974,40020,64032,49640,86142,26680,42054,37353,56527,71744,42688,48761,89803,37352,69368,32016
2016,618224610,21065,60077,83152,28133,30010,31670,41718,45548,48974,39597,65212,27724,94280,26398,32830,32290,42589,66443,52874,48761,81260,36957,68634,31677
2017,618224610,16871,54434,83938,30039,28826,30868,38228,45548,48974,38359,65212,33475,101074,25573,30073,29136,39646,61142,52874,48761,72717,36023,66489,37110
2018,618224610,31533,93043,83938,39933,43263,40897,62414,45548,48974,45685,65212,49754,101074,30457,46885,35854,66617,55842,52874,48761,79406,36023,79188,37110
2013,618237210,21169,61905,73401,19325,39434,51249,71587,37046,95222,39693,63508,51164,63508,26462,44085,36619,74247,39693,83117,38587,73542,37046,68801,31754
2014,618237210,34600,82193,73401,41929,61230,61434,89211,60551,95222,64876,103802,75789,103802,43251,71277,51615,87520,64876,79157,48944,76757,73330,112452,51901
2015,618237210,38058,70476,73401,51135,87930,54658,95608,66602,95222,71359,114175,74759,114175,47573,75813,55201,84929,71359,78512,74001,79972,79542,123689,57087
2016,618237210,30315,98849,73401,55545,63345,59821,72995,73080,95222,78300,125280,82052,125280,52200,65996,62161,82369,59561,89859,82467,83188,79542,135720,49233
2017,618237210,33031,98849,73401,46182,65727,83949,103734,59511,95222,63762,102019,82052,102019,42508,68329,61025,95399,59561,101206,57440,87130,79542,110520,48058
2018,618237210,33031,98849,73401,84898,89632,83949,103734,84352,95222,90378,144604,82052,144604,60252,90763,61025,95399,59561,101206,57440,87130,79542,156655,48058
2013,618261210,10660,65885,73757,45201,40487,72220,97360,41017,106178,82353,42017,30267,73442,13326,15453,14540,19528,25789,22227,15854,24562,34080,23066,15991
2014,618261210,15702,46782,88425,33361,44420,64595,59013,34099,75865,64034,42017,46287,65015,19628,22374,21908,32252,31310,41739,24664,32247,30404,56054,23553
2015,618261210,19176,39915,91904,34499,56521,56592,88913,33152,78642,92126,42017,30809,86492,23971,25381,28338,35161,41894,30398,33474,48214,30536,59641,28765
2016,618261210,16409,77397,73463,77363,100502,96274,41690,69891,84812,98801,42017,34196,97338,26693,31914,28554,45450,52478,42421,31263,57109,30669,84673,29142
2017,618261210,20825,77397,75416,43832,62788,96274,41690,69891,90983,98801,42017,66054,105717,25554,30628,33378,49126,63063,42816,46516,80454,30669,86236,39586
2018,618261210,41094,77397,75416,43832,62788,96274,41690,69891,90983,98801,42017,66054,105717,80020,97229,33378,49126,63063,42816,46516,80454,30669,86236,67454
2013,618419110,38184,94395,119327,85372,81932,104168,81142,66823,119327,98221,114554,71698,110297,47731,46132,67520,80639,71596,76369,62050,67688,66823,124100,57277
2014,618419110,45896,79504,76774,66958,58868,60844,78401,58205,143425,98221,137688,58779,77903,57370,46758,57775,65003,86055,91792,86939,61910,80318,149162,68844
2015,618419110,42363,64614,76774,53409,64830,69466,96352,58205,132385,98221,127089,60936,94922,52954,55218,56158,65122,79431,62628,86939,60987,77297,137680,63544
2016,618419110,44379,64614,76774,101462,75169,69466,96352,58205,159200,98221,152832,73853,87941,63680,68575,79327,91877,81358,62628,86939,66142,77297,165568,84864
2017,618419110,48016,64614,76774,51381,104136,69466,96352,58205,171977,98221,165098,74512,80960,68791,62885,82787,95371,81358,62628,86939,71297,77297,96810,77701
2018,618419110,45287,64614,76774,76554,104136,69466,96352,58205,203587,98221,195444,74512,80960,81435,87628,94264,95371,81358,62628,86939,71297,77297,96810,70539
2013,618424510,46819,90259,81443,56410,48804,70228,63694,81933,146310,87786,140457,65034,140457,58524,50106,64376,52363,87786,109212,76081,99490,81933,152162,70228
2014,618424510,54911,84754,73825,54335,52382,79521,74733,96094,171597,102958,164733,75440,79968,68639,49162,70064,81843,102958,97729,89230,116686,96094,88038,82366
2015,618424510,42363,84754,66207,81032,37796,66565,78558,74135,132385,79431,70549,59460,87815,52954,48198,66994,90239,84402,86246,68840,89803,74135,88038,63544
2016,618424510,19410,84754,58589,43912,45178,53609,66741,64643,115435,69261,70549,83231,95662,46174,44938,47852,66694,84402,74764,60026,89803,64643,88038,52962
2017,618424510,34623,84754,99862,50199,45230,59850,74713,61696,110172,66103,70549,70436,103509,44069,47069,52090,71607,84402,63281,57289,89803,61696,88038,74482
2018,618424510,31200,84754,90580,46146,43230,66092,58798,49655,88670,53202,70549,57641,103509,35468,45420,45417,59656,84402,51799,46108,89803,49655,88038,45975
2013,618424610,81638,214300,255120,105351,70127,122457,173481,142867,255120,153072,244915,163276,244915,102048,96040,112252,173481,153072,163276,132662,173481,142867,265324,122457
2014,618424610,67404,176935,210637,74038,89221,101106,143233,117956,210637,126382,202212,134808,202212,84255,87140,92680,143233,126382,134808,109531,143233,117956,219063,101106
2015,618424610,69291,181889,216535,82100,75486,103936,147243,121259,216535,129921,207873,138582,207873,86614,89159,95275,97577,129921,138582,112598,147243,121259,225196,103936
2016,618424610,36935,131628,156700,50908,81002,75216,106556,87752,156700,94020,150432,100288,150432,62680,70120,78834,98053,94020,100288,81484,106556,65985,162968,75216
2017,618424610,50824,156748,186605,93104,75213,89570,72202,104498,186605,111963,179140,119427,179140,74642,80096,75955,101553,111963,119427,97034,126891,65985,194069,28250
2018,618424610,42886,104319,124190,80505,51324,59611,87098,69546,124190,74514,119222,79481,119222,49676,59488,54048,90372,74514,79481,80422,94627,65985,129157,78674
2013,618429310,51205,102699,160017,94664,70407,76808,108811,89609,160017,96010,153616,92062,153616,64007,99372,70407,108811,96010,102411,83209,108811,89609,166418,76808
2014,618429310,63559,102699,198622,75719,87393,91610,135063,93386,198622,119173,190677,87894,190677,79449,88199,87393,135063,83059,127118,103283,135063,111228,206567,95338
2015,618429310,63873,102699,199605,73763,75822,91610,135731,93386,199605,119763,191620,83727,191620,79842,95646,80920,135731,83059,127747,84226,135731,111778,207589,95810
2016,618429310,46327,102699,204675,73763,75822,91610,139179,93386,204675,122805,196488,83727,196488,81870,97576,82392,139179,83059,130992,83126,139179,114618,212862,98244
2017,618429310,61249,102699,252615,73763,75822,91610,171778,93386,252615,151569,242510,83727,242510,101046,105328,83864,171778,83059,161673,83126,171778,141464,262719,78501
2018,618429310,40454,102699,182800,73763,75822,91610,124304,93386,182800,109680,175488,83727,175488,73120,88201,85337,124304,83059,116992,83126,124304,102368,190112,78501
2013,618437210,54360,142695,65865,67946,51678,81540,63837,95130,169875,101925,163080,108720,163080,67950,59873,74745,101548,101925,66255,88335,64392,95130,105685,81540
2014,618437210,65383,171630,65865,72399,85574,98074,63837,114420,204322,122593,196149,130766,196149,81729,81455,89901,101548,122593,66255,106247,64392,114420,105685,98074
2015,618437210,62344,163653,65865,76852,87563,93516,63837,109102,194825,116895,187032,124688,187032,77930,74784,85723,101548,116895,66255,101309,64392,109102,105685,93516
2016,618437210,46412,206619,65865,81306,89552,118068,63837,137746,245975,147585,236136,157424,236136,98390,86437,108229,101548,147585,66255,127907,64392,137746,105685,118068
2017,618437210,49754,219531,65865,85759,91542,125446,63837,146354,261347,156808,250893,167262,250893,104539,98091,114992,101548,156808,66255,135900,64392,146354,105685,125446
2018,618437210,49754,165496,65865,90213,60433,94569,63837,110331,197020,118212,189139,126092,189139,78808,98091,86688,101548,118212,66255,102450,64392,110331,105685,94569
2013,618461210,27872,67068,101509,81735,106631,40316,55367,48777,82666,107343,83618,71662,95818,34841,26467,47514,57017,64729,29279,44035,60855,48777,61714,41809
2014,618461210,35339,90039,90781,81735,104506,65058,56432,53596,83367,107343,106017,88703,84589,44174,41848,57649,57547,64729,48540,44035,42126,61843,60874,53008
2015,618461210,36707,76700,90781,81735,102382,62796,69675,95048,84069,107343,110121,74854,92075,45884,53489,60517,70532,64729,48540,44035,72123,64237,60874,55060
2016,618461210,38410,76700,90781,81735,100257,62796,69675,95048,94776,107343,166113,73217,92075,69214,93482,78692,70532,64729,48540,44035,72123,96899,60874,81391
2017,618461210,39039,76700,90781,81735,98133,62796,69675,95048,94776,107343,193780,73217,92075,80742,106647,78692,70532,64729,48540,44035,72123,113038,60874,37816
2018,618461210,40250,76700,90781,81735,98133,62796,69675,95048,94776,107343,187447,73217,92075,78103,91373,78692,70532,64729,48540,44035,72123,109344,60874,78874
2013,618524510,18461,75995,66227,24494,43544,49339,59538,55608,57692,34615,55384,52665,109188,23077,43652,38280,92068,34615,70276,49204,56434,32307,60000,27692
2014,618524510,17166,25508,87976,17244,53269,45780,60442,52079,53645,32187,51499,35073,86511,21458,52291,30776,65922,32187,54398,33550,80588,49199,55790,25749
2015,618524510,17924,43393,78836,25917,40718,33658,66299,48551,77316,33609,53774,36390,96928,22406,43607,24393,60448,33609,61081,31201,61658,24897,71486,26887
2016,618524510,14975,29770,94883,28171,32272,36015,43094,45023,60381,32877,52603,29861,80270,21918,32674,25506,46830,23738,50913,28852,71848,30021,54827,19632
2017,618524510,18813,49929,67801,28289,33510,30047,45283,45023,60184,24978,39964,31936,74336,16652,35274,21832,43403,34576,47313,26504,69031,35145,83244,34440
2018,618524510,27228,70088,95418,26895,44317,39010,71350,45023,59987,40887,65419,46917,77352,27258,50014,39714,69744,34576,63349,27660,82955,40270,64447,16148
2013,618524520,30327,79608,91537,33139,61517,39846,76238,53072,94772,56863,90981,65895,99504,37909,62785,69448,52532,56863,74575,49281,64445,44094,98563,45490
2014,618524520,19365,49962,91537,25809,67840,34737,81358,33889,60517,36310,58096,44387,98216,24207,67134,28322,73289,36310,74470,70111,41151,44094,62938,29048
2015,618524520,21973,40472,91537,30441,46197,36457,68564,57677,68667,41200,65920,38473,96928,27467,48236,29253,74706,41200,74365,53102,94345,44094,71414,32960
2016,618524520,20619,30982,91537,30771,42362,34120,49618,53378,64435,38661,61857,29925,90357,25774,39977,28776,48748,38661,74260,31037,80942,44094,67012,30928
2017,618524520,19677,65860,91537,30617,43936,31784,52232,49079,61492,36895,59032,29983,88608,24597,44302,25221,52541,36895,74155,31037,71975,44094,63952,36245
2018,618524520,24738,83234,91537,34192,72851,52747,87577,44780,77307,46384,74215,54780,88608,30923,60244,39932,75291,46899,74050,31037,71975,44094,67950,36245
2013,618524610,25880,67935,84910,38441,51859,38820,109969,45290,80875,48525,77640,49564,91899,32350,58474,44417,49378,93033,93398,42055,77658,45290,84110,38820
2014,618524610,23990,62974,84910,24005,58613,51457,81846,41983,74970,44982,71971,50885,90932,29988,66121,31618,92701,93033,93021,38984,81682,41983,77968,35985
2015,618524610,25122,61443,84910,35543,59223,35819,74744,43964,78507,47104,75367,32735,89966,31403,65916,35040,80719,93033,92644,40823,85707,54397,81647,37683
2016,618524610,23084,55759,84910,29823,38966,32123,65436,43044,76865,46119,73790,32633,89000,30746,44729,35398,51862,93033,92644,39969,61510,57440,66567,36895
2017,618524610,26678,50075,84910,35850,51110,46337,52730,35849,64017,38410,61456,57096,81621,25607,57217,35454,66535,93033,92644,33289,77943,60484,84350,30728
2018,618524610,29396,50075,84910,34215,72158,44113,81793,47446,84725,50835,81336,72932,81621,33890,66846,42662,86292,93033,92644,48421,77533,60484,84350,40668
2013,618529310,15822,81185,49445,27167,60137,30370,86678,47698,49445,29667,47467,35539,83467,19778,57294,22439,81048,39695,31644,30717,72780,54629,51422,23733
2014,618529310,15359,44639,47997,27261,65377,27967,72099,46704,47997,84178,46077,35871,81909,19199,53634,29029,68593,47739,74458,35945,71747,46274,72058,23038
2015,618529310,19895,48595,62172,32041,70618,46030,71325,45711,76091,87908,89875,29340,80351,24869,58588,26376,68623,55784,73712,41174,67809,46274,68190,29842
2016,618529310,19231,52551,77900,36822,65609,43811,71325,44718,76091,74902,93878,35364,80351,31160,71840,33331,95200,63828,72967,46403,80392,46274,71312,54462
2017,618529310,15090,52551,50950,34527,69205,42297,71325,51132,76091,30713,95862,51125,80351,20380,62421,27734,80339,71873,70278,46403,80392,46274,74435,54462
2018,618529310,18392,52551,65670,46161,97062,91299,71325,51132,76091,30713,95862,54641,80351,26268,89754,33832,97192,79918,93111,46403,80392,46274,74435,54462
2013,618537210,21661,66485,66371,31337,80278,51687,94661,37091,69179,40615,64984,53294,67770,27077,78276,52092,90502,39541,52178,35200,55522,58271,105043,32492
2014,618537210,34678,75868,66371,44348,75152,51717,94661,60751,69179,65022,104035,62389,67770,43348,84525,54447,90502,50565,52178,68060,55522,43723,105043,52017
2015,618537210,39649,78790,66371,51413,95462,66279,94661,78267,69179,74343,118948,60323,67770,49562,97603,60751,90502,75470,52178,73713,55522,59611,105043,59474
2016,618537210,38310,62411,66371,56759,86580,63223,94661,80989,69179,78329,124072,58159,67770,51697,97590,62406,90502,99711,52178,55963,55522,57268,105043,56582
2017,618537210,40182,62411,66371,67041,99872,68319,94661,80989,69179,78329,135187,96413,67770,56328,105924,66963,90502,74390,52178,55963,55522,86113,105043,69331
2018,618537210,40182,62411,66371,67041,99872,68319,94661,80989,69179,78329,231890,96413,67770,96621,64962,66963,90502,74390,52178,55963,55522,86113,105043,69331
2013,618561210,9060,61156,103618,34046,76346,39700,91646,30951,28312,83824,90788,25491,82052,11325,20390,16334,24967,16987,41868,23533,37681,36890,69847,13590
2014,618561210,11643,64558,73347,23515,46970,63710,39122,25535,82658,39198,85724,29096,67427,14554,27978,18254,39269,21831,28818,15447,36835,25314,64485,17464
2015,618561210,17892,96258,97648,60780,75381,76064,49053,33216,55653,51819,95124,29578,85764,22365,39134,27879,49089,32244,45272,39266,75549,25841,71531,26838
2016,618561210,17118,96258,97648,78161,100334,76064,49053,43114,73754,63341,95124,34735,97496,28799,51764,33229,65442,31289,70055,36535,91098,31199,87323,47361
2017,618561210,25878,96258,97648,91621,94740,76064,49053,69304,91855,63341,95124,55236,97440,29070,57592,39250,89709,52817,78575,58672,100991,36557,87323,64947
2018,618561210,37706,96258,97648,91621,94740,76064,49053,90318,91855,63341,95124,94377,97440,68827,97226,93724,89709,75677,78575,83073,100991,84076,87323,73267
2013,618561220,12990,68173,105423,59516,87932,19485,35519,22733,40595,24357,38971,47815,88208,16238,28689,22980,41011,24357,45851,21109,43760,22733,42218,19485
2014,618561220,15088,53395,82909,53964,87932,82052,41720,26404,47150,28290,45264,29891,79913,18860,34611,19868,43941,20844,48463,24518,46447,38577,49036,22632
2015,618561220,22759,38618,82909,74279,87932,32135,56383,40066,71122,86128,68277,38169,89966,28449,47610,29510,54480,20844,50913,36983,82236,39949,72449,34138
2016,618561220,28044,38618,82909,93238,87932,32135,56383,62492,87637,85899,84132,46335,100020,35055,66946,37966,78190,20844,66959,45571,86273,41322,72449,42066
2017,618561220,30516,38618,82909,93238,87932,32135,56383,84919,95365,85899,91550,70617,89913,38146,84715,43124,105292,20844,88586,62080,86273,49660,72449,45775
2018,618561220,69022,38618,82909,93238,87932,32135,56383,84919,215695,85899,207067,70617,89913,86278,66420,43124,105292,20844,88586,62080,86273,49660,72449,103533
2013,618719110,13188,68562,87644,36291,43465,41888,55036,39186,62437,78092,79530,31658,75486,16486,20017,25699,29442,26214,26377,21431,28624,23080,71400,19783
2014,618719110,17871,65652,86739,20929,41698,31617,53361,39944,70432,66917,76628,30646,36568,22339,29269,24117,37392,26214,47438,32038,43708,32491,34325,26806
2015,618719110,18237,50105,94404,34232,47926,40242,65575,40702,55046,33021,54181,29635,65173,22797,29871,28283,43388,26214,45892,33929,45876,26264,72093,27356
2016,618719110,18620,34723,71064,34233,52428,39451,87514,53259,47719,59028,97829,34251,68041,28391,36160,31506,43409,26214,44347,35821,52169,50960,65242,33980
2017,618719110,21778,50673,89475,31503,42164,32560,67613,58415,56829,79596,97573,39594,70040,24845,40907,27988,59938,26214,54692,31933,52538,59928,71053,14345
2018,618719110,32209,50673,89475,58014,93259,92369,67613,63571,90860,79596,97573,63890,70040,41247,72864,52835,93115,26214,85005,88724,81972,68896,71053,97991
2013,618724510,14440,42187,51006,21149,19740,28205,35691,44110,45127,27076,43322,57374,86374,18051,21840,27452,38484,27076,55980,44980,30196,47777,72026,21661
2014,618724510,18043,22765,85090,21277,20905,28451,35735,43516,83697,33831,54129,51168,85803,22554,29414,26661,40460,33831,33041,36538,74743,45703,72513,27064
2015,618724510,15726,42458,57918,21405,25647,23036,39738,42922,88928,29487,47179,35775,82665,19658,25830,23233,40831,21691,40526,46931,58762,43630,51299,23589
2016,618724510,12555,38085,52481,20581,23018,27428,29002,42329,42659,72850,48598,32492,68530,20753,23342,24630,32412,46829,36318,23480,36573,41557,37061,21316
2017,618724510,11450,32511,48618,16701,19190,24988,27830,46466,49972,72850,48598,41756,59449,15670,20244,18117,27511,23046,32111,23480,46289,39484,48829,17742
2018,618724510,20488,78772,67266,29275,33869,30728,48793,50603,42034,72850,48598,54530,95259,24147,34599,29798,48599,33825,32111,23480,47630,39484,75782,14169
2013,618724520,20202,80698,63132,27681,23803,30303,51810,35354,63132,37879,60607,74033,60607,25253,28253,34487,44421,72827,93324,32828,73203,35354,65657,30303
2014,618724520,20040,80698,91401,23665,31363,40222,50611,35070,62626,37575,60121,53296,87767,25050,35711,29526,44104,45298,46759,32565,85843,70268,65131,30060
2015,618724520,19878,80698,91902,23679,30102,26604,47123,51903,62120,37272,59635,43412,87305,24848,30898,26634,48466,45298,48414,32302,74948,69475,64604,29817
2016,618724520,19860,80698,66598,24662,24427,31236,31389,71754,71437,37237,53924,30270,75282,24825,25313,25304,34706,45298,50069,32272,57981,68683,64545,29790
2017,618724520,17896,80698,69442,19969,24229,35868,30612,91605,71437,33556,53924,42264,69620,22371,24932,26191,33214,45298,50069,44723,41015,67890,58164,26845
2018,618724520,22819,80698,78008,33698,36804,40501,51540,91605,71437,42786,53924,79123,87194,28524,39440,32636,54869,45298,50069,61911,84109,67098,77408,35373
2013,618724610,21387,56141,66835,31687,26235,34187,81592,37427,66835,40101,64161,53675,48975,26734,29897,29501,84811,40101,42774,34754,61857,37427,69508,32080
2014,618724610,25989,69389,81217,42779,38659,34496,60390,45481,81217,48730,77968,58612,90498,32487,42554,34154,66264,48730,89225,87447,54118,45481,84466,38984
2015,618724610,22077,75982,68992,34038,36461,34806,51599,38635,93752,41395,66232,43434,87301,27597,36424,30246,62009,41395,45978,80623,46379,38635,71752,33116
2016,618724610,12811,52552,85740,25412,27531,35116,37073,36271,70604,38862,61791,46173,84105,25908,27858,32099,41317,38862,42821,80623,38641,36271,67360,31089
2017,618724610,22113,67831,92125,18754,32505,25932,38153,34125,71852,36562,61791,31623,76064,24375,32071,28020,40500,36562,39665,80623,69612,34125,63375,29250
2018,618724610,22665,94327,72208,30191,38897,33364,61025,48210,73101,85003,61791,71117,76064,34436,48828,44635,67835,72841,77749,80623,69612,48210,89533,41323
2013,618737210,15459,55273,90009,29495,28080,37855,53480,73896,48310,101556,46377,53500,93872,19324,33477,26106,92094,28986,82888,28348,91734,27053,50242,23188
2014,618737210,27230,63076,82986,37216,43700,47348,72627,73896,85095,101556,81691,44098,92416,34038,66918,38798,90450,51057,86022,55073,94321,47653,88498,40845
2015,618737210,34720,67833,75963,34374,63433,48534,94252,73896,108500,101556,104160,58876,90961,43400,65744,45403,95780,64061,89157,66145,96908,59040,112840,52080
2016,618737210,27825,56891,68940,43367,56653,44104,97154,73896,99802,101556,95810,58092,89506,39921,66121,50501,100166,53692,84923,77217,99496,95840,103794,38497
2017,618737210,25800,56891,68940,41072,67699,58738,105599,73896,92445,101556,88747,93606,88051,36978,75863,43820,105439,86490,106777,73512,99496,93279,96142,31885
2018,618737210,25800,56891,68940,41072,66799,58738,105599,73896,245722,101556,235893,93606,88051,98289,75863,43820,105439,86490,106777,73512,99496,93279,255551,69280
2013,618737220,20371,67546,98047,36519,42054,44172,108135,35649,63660,38196,61113,55163,77446,25464,42879,27851,29780,38196,40742,33103,84561,35649,60577,30556
2014,618737220,39201,66336,98047,45218,80448,60027,101642,68602,122505,73503,117604,69511,77446,49002,91071,51586,49440,54485,78403,63702,84561,68602,60577,58802
2015,618737220,39145,65127,98047,49220,88286,57437,95149,68504,122330,73398,117436,73505,77446,48932,82509,50210,69100,60396,78291,63611,84561,68504,60577,58718
2016,618737220,40679,63918,98047,57122,70777,60747,95149,71188,127122,76273,122037,58390,77446,50849,80555,55098,88761,66308,81358,66103,84561,71188,60577,56204
2017,618737220,39303,63918,98047,50245,94872,75245,95149,68780,122822,73693,117909,58390,77446,49129,92826,66938,100138,72220,78606,63867,84561,68780,60577,37359
2018,618737220,43436,63918,98047,50245,74047,75245,95149,76014,135740,81444,130310,58390,77446,54296,83093,66938,100138,72220,86873,70584,84561,76014,60577,37359
2013,618761210,7359,50090,110115,32993,33140,69255,64554,27756,64009,93085,108944,28645,52745,9199,12664,11328,15602,13798,23168,14699,14586,12878,24334,11038
2014,618761210,12787,61410,73977,37615,51243,47934,92431,31555,65792,68515,84339,35258,47292,15984,19415,17869,28670,23976,26597,25680,28085,20815,33768,19180
2015,618761210,14284,69796,71749,39138,49268,94233,32493,35354,87131,91956,87692,30238,66209,17855,23495,19178,31175,24485,24093,25040,36060,23089,28011,21426
2016,618761210,15836,64843,71749,45792,57808,57078,73390,68964,82581,92887,87692,40994,80922,22535,27064,25864,35954,48111,35332,32295,40696,30581,37099,21661
2017,618761210,15476,64843,71749,56684,69971,72804,88018,95479,72923,92887,87692,47447,83883,21654,30197,28802,42851,71737,34402,24148,62287,38074,58953,34195
2018,618761210,36696,64843,71749,56684,65394,72804,88018,95479,72923,92887,87692,96747,83883,88055,97161,97310,42851,95363,34402,24148,62287,38074,58953,55188
2013,618761220,9366,24586,69552,39297,47207,98098,104331,16391,86768,17562,78762,30442,64833,11708,14403,13609,17762,36081,23808,15220,20118,27940,39050,14049
2014,618761220,13876,39136,68106,46077,68274,60106,32221,24284,86768,26019,78762,35505,61246,17346,23039,20059,31033,36081,32727,22549,28483,31323,64411,20815
2015,618761220,16839,91570,77785,58717,72259,22114,36380,45158,86768,31573,78762,32868,76417,21049,26662,22007,36726,36081,58504,21785,36848,34706,55217,25258
2016,618761220,21624,91570,86849,51061,91077,62492,39617,45158,86768,84320,78762,29939,86523,27030,29949,27650,42213,36081,51392,32487,45214,38090,83879,32436
2017,618761220,18581,91570,86849,81982,72496,62492,39617,45158,86768,84320,78762,56673,86523,23227,34234,30467,50279,36081,38531,43189,88791,38090,83879,40480
2018,618761220,75751,91570,86849,81982,72496,62492,39617,45158,86768,84320,78762,56673,86523,94689,78642,30467,50279,36081,38531,43189,88791,38090,83879,40480
2013,620719110,11174,29332,59353,28678,43118,16761,66381,19555,34920,51739,78277,27451,67045,13968,24487,25366,28908,20952,43122,18158,41247,19555,36316,16761
2014,620719110,13787,36191,61346,28856,38766,20680,62557,36610,43085,51971,70541,28007,65097,17234,32625,19661,36704,25851,39958,22404,45451,24127,87744,20680
2015,620719110,17320,35231,73596,29034,47160,29835,67566,34914,55156,52204,59593,26471,72833,21650,34583,23207,42644,32475,37649,24522,38023,27825,87767,25980
2016,620719110,18806,50061,72813,33475,47120,40142,64928,33219,75580,45363,87059,33110,68752,28385,40667,31724,47184,42577,42624,24522,41725,30925,69802,34062
2017,620719110,16047,41688,73679,21866,45628,25809,50839,38553,62767,53168,83885,40213,79284,19865,40146,27508,51579,28901,48897,24522,50574,34026,59262,37737
2018,620719110,17958,54496,73679,26757,57069,32081,78566,43887,45111,45784,80649,34006,97072,25559,38275,27005,51648,40939,45461,24522,50529,44163,48722,37737
2013,620724510,16072,38931,58748,24396,23611,25231,43853,52138,57813,30135,48216,48321,67318,20090,27841,26493,47942,30135,54924,43338,45052,28126,94534,24108
